90 1 90 90 662
90 2 179 182 697
90 3 267 247 707
90 4 354 276 684
90 5 440 345 713
90 6 525 319 709
90 7 609 335 705
90 8 692 383 722
90 9 774 415 722
90 10 855 439 726
90 11 935 467 747
90 12 1014 466 753
90 13 1092 483 748
90 14 1169 481 760
90 15 1245 488 753
90 16 1320 512 770
90 17 1394 533 782
90 18 1467 545 777
90 19 1539 552 788
90 20 1610 572 794
90 21 1680 583 803
90 22 1749 596 803
90 23 1817 619 819
90 24 1884 609 815
90 25 1950 628 831
90 26 2015 657 844
90 27 2079 639 832
90 28 2142 664 848
90 29 2204 672 857
90 30 2265 687 860
90 31 2325 706 877
90 32 2384 703 873
90 33 2442 717 883
90 34 2499 735 894
90 35 2555 747 903
90 36 2610 750 901
90 37 2664 755 909
90 38 2717 785 922
90 39 2769 790 927
90 40 2820 797 935
90 41 2870 806 940
90 42 2919 817 943
90 43 2967 831 956
90 44 3014 845 965
90 45 3060 858 974
90 46 3105 863 981
90 47 3149 887 991
90 48 3192 881 991
90 49 3234 881 992
90 50 3275 913 1012
90 51 3315 922 1021
90 52 3354 926 1025
90 53 3392 934 1036
90 54 3429 940 1041
90 55 3465 955 1054
90 56 3500 958 1054
90 57 3534 973 1062
90 58 3567 974 1063
90 59 3599 992 1078
90 60 3630 1001 1086
90 61 3660 1012 1097
90 62 3689 1019 1101
90 63 3717 1027 1108
90 64 3744 1044 1124
90 65 3770 1051 1128
90 66 3795 1055 1130
90 67 3819 1074 1147
90 68 3842 1073 1144
90 69 3864 1092 1158
90 70 3885 1102 1167
90 71 3905 1110 1171
90 72 3924 1119 1178
90 73 3942 1121 1182
90 74 3959 1142 1198
90 75 3975 1157 1209
90 76 3990 1165 1215
90 77 4004 1170 1220
90 78 4017 1182 1231
90 79 4029 1193 1237
90 80 4040 1212 1256
90 81 4050 1219 1259
90 82 4059 1229 1269
90 83 4067 1236 1274
90 84 4074 1246 1283
90 85 4080 1259 1295
90 86 4085 1270 1305
90 87 4089 1270 1303
90 88 4092 1283 1314
90 89 4094 1289 1319
90 90 4095 1307 1335
