80 1 80 80 610
80 2 159 161 585
80 3 237 177 570
80 4 314 247 624
80 5 390 271 621
80 6 465 303 623
80 7 539 328 633
80 8 612 343 634
80 9 684 360 641
80 10 755 400 654
80 11 825 402 656
80 12 894 411 662
80 13 962 425 664
80 14 1029 437 667
80 15 1095 450 678
80 16 1160 462 682
80 17 1224 483 683
80 18 1287 500 700
80 19 1349 504 702
80 20 1410 538 710
80 21 1470 526 717
80 22 1529 546 725
80 23 1587 566 729
80 24 1644 557 739
80 25 1700 570 741
80 26 1755 592 747
80 27 1809 600 758
80 28 1862 605 758
80 29 1914 620 768
80 30 1965 625 772
80 31 2015 638 783
80 32 2064 653 795
80 33 2112 659 795
80 34 2159 664 798
80 35 2205 685 811
80 36 2250 699 824
80 37 2294 706 828
80 38 2337 720 837
80 39 2379 733 842
80 40 2420 740 852
80 41 2460 748 859
80 42 2499 758 864
80 43 2537 769 867
80 44 2574 767 875
80 45 2610 794 887
80 46 2645 787 885
80 47 2679 810 902
80 48 2712 814 901
80 49 2744 833 918
80 50 2775 837 922
80 51 2805 833 920
80 52 2834 858 939
80 53 2862 855 934
80 54 2889 873 953
80 55 2915 880 959
80 56 2940 897 969
80 57 2964 905 978
80 58 2987 911 981
80 59 3009 920 989
80 60 3030 936 1004
80 61 3050 944 1010
80 62 3069 946 1011
80 63 3087 959 1023
80 64 3104 966 1029
80 65 3120 978 1038
80 66 3135 986 1043
80 67 3149 998 1054
80 68 3162 1009 1062
80 69 3174 1025 1076
80 70 3185 1027 1075
80 71 3195 1035 1082
80 72 3204 1053 1099
80 73 3212 1056 1100
80 74 3219 1079 1121
80 75 3225 1074 1115
80 76 3230 1094 1132
80 77 3234 1100 1136
80 78 3237 1113 1146
80 79 3239 1121 1153
80 80 3240 1137 1168
