50 1 50 50 347
50 2 99 101 353
50 3 147 142 352
50 4 194 157 352
50 5 240 179 363
50 6 285 171 359
50 7 329 208 365
50 8 372 223 369
50 9 414 235 372
50 10 455 244 385
50 11 495 256 379
50 12 534 271 392
50 13 572 274 398
50 14 609 301 407
50 15 645 304 411
50 16 680 314 414
50 17 714 324 424
50 18 747 332 426
50 19 779 350 432
50 20 810 353 440
50 21 840 364 445
50 22 869 375 450
50 23 897 386 461
50 24 924 396 464
50 25 950 409 476
50 26 975 408 477
50 27 999 423 483
50 28 1022 436 497
50 29 1044 435 495
50 30 1065 457 513
50 31 1085 458 513
50 32 1104 465 519
50 33 1122 475 527
50 34 1139 487 532
50 35 1155 497 544
50 36 1170 504 548
50 37 1184 516 556
50 38 1197 522 561
50 39 1209 536 571
50 40 1220 550 583
50 41 1230 553 587
50 42 1239 564 595
50 43 1247 575 605
50 44 1254 585 613
50 45 1260 588 613
50 46 1265 594 618
50 47 1269 608 631
50 48 1272 620 641
50 49 1274 633 652
50 50 1275 638 656
