40 1 40 40 265
40 2 79 81 265
40 3 117 92 273
40 4 154 126 260
40 5 190 153 280
40 6 225 168 284
40 7 259 170 284
40 8 292 182 293
40 9 324 199 297
40 10 355 215 302
40 11 385 223 303
40 12 414 226 301
40 13 442 240 317
40 14 469 234 320
40 15 495 251 324
40 16 520 263 331
40 17 544 274 337
40 18 567 285 345
40 19 589 300 355
40 20 610 304 361
40 21 630 314 362
40 22 649 312 366
40 23 667 329 372
40 24 684 336 381
40 25 700 348 390
40 26 715 351 391
40 27 729 368 405
40 28 742 370 408
40 29 754 383 417
40 30 765 389 423
40 31 775 400 433
40 32 784 413 444
40 33 792 415 444
40 34 799 428 455
40 35 805 437 459
40 36 810 446 468
40 37 814 454 475
40 38 817 461 480
40 39 819 476 493
40 40 820 485 500
