60 1 60 60 427
60 2 119 122 405
60 3 177 141 432
60 4 234 185 408
60 5 290 230 445
60 6 345 217 438
60 7 399 241 445
60 8 452 263 452
60 9 504 292 459
60 10 555 303 469
60 11 605 312 470
60 12 654 324 473
60 13 702 321 479
60 14 749 350 489
60 15 795 357 493
60 16 840 368 503
60 17 884 382 503
60 18 927 390 512
60 19 969 398 517
60 20 1010 406 519
60 21 1050 426 528
60 22 1089 432 536
60 23 1127 439 536
60 24 1164 444 547
60 25 1200 463 554
60 26 1235 465 559
60 27 1269 490 572
60 28 1302 493 578
60 29 1334 499 578
60 30 1365 516 593
60 31 1395 508 589
60 32 1424 525 595
60 33 1452 546 611
60 34 1479 549 615
60 35 1505 557 625
60 36 1530 567 634
60 37 1554 574 635
60 38 1577 582 641
60 39 1599 603 653
60 40 1620 605 654
60 41 1640 617 666
60 42 1659 626 668
60 43 1677 640 686
60 44 1694 647 692
60 45 1710 656 698
60 46 1725 667 705
60 47 1739 672 709
60 48 1752 679 716
60 49 1764 696 727
60 50 1775 703 737
60 51 1785 713 744
60 52 1794 729 757
60 53 1802 732 761
60 54 1809 746 771
60 55 1815 749 775
60 56 1820 756 780
60 57 1824 775 797
60 58 1827 779 800
60 59 1829 792 812
60 60 1830 795 814
