100 1 100 100 769
100 2 199 201 757
100 3 297 225 812
100 4 394 306 814
100 5 490 326 776
100 6 585 377 816
100 7 679 413 831
100 8 772 424 837
100 9 864 441 826
100 10 955 455 825
100 11 1045 483 850
100 12 1134 521 858
100 13 1222 512 840
100 14 1309 548 864
100 15 1395 541 869
100 16 1480 561 875
100 17 1564 578 882
100 18 1647 605 882
100 19 1729 634 896
100 20 1810 615 893
100 21 1890 637 903
100 22 1969 642 917
100 23 2047 665 917
100 24 2124 687 920
100 25 2200 696 934
100 26 2275 701 943
100 27 2349 715 949
100 28 2422 723 952
100 29 2494 723 951
100 30 2565 742 962
100 31 2635 757 975
100 32 2704 761 975
100 33 2772 768 979
100 34 2839 795 997
100 35 2905 803 1003
100 36 2970 816 1007
100 37 3034 825 1019
100 38 3097 836 1022
100 39 3159 856 1030
100 40 3220 864 1036
100 41 3280 876 1045
100 42 3339 894 1052
100 43 3397 899 1054
100 44 3454 914 1068
100 45 3510 927 1083
100 46 3565 924 1078
100 47 3619 943 1089
100 48 3672 957 1100
100 49 3724 966 1105
100 50 3775 964 1112
100 51 3825 983 1122
100 52 3874 989 1129
100 53 3922 1003 1135
100 54 3969 1007 1144
100 55 4015 1018 1150
100 56 4060 1024 1155
100 57 4104 1040 1168
100 58 4147 1046 1170
100 59 4189 1062 1184
100 60 4230 1069 1189
100 61 4270 1082 1199
100 62 4309 1096 1212
100 63 4347 1098 1213
100 64 4384 1113 1227
100 65 4420 1121 1231
100 66 4455 1125 1233
100 67 4489 1143 1245
100 68 4522 1153 1253
100 69 4554 1162 1262
100 70 4585 1186 1276
100 71 4615 1189 1282
100 72 4644 1204 1291
100 73 4672 1206 1294
100 74 4699 1214 1305
100 75 4725 1215 1305
100 76 4750 1242 1325
100 77 4774 1244 1322
100 78 4797 1260 1338
100 79 4819 1270 1344
100 80 4840 1277 1353
100 81 4860 1283 1358
100 82 4879 1292 1365
100 83 4897 1309 1377
100 84 4914 1314 1382
100 85 4930 1333 1398
100 86 4945 1343 1403
100 87 4959 1352 1411
100 88 4972 1364 1423
100 89 4984 1373 1433
100 90 4995 1378 1437
100 91 5005 1392 1447
100 92 5014 1406 1459
100 93 5022 1411 1464
100 94 5029 1415 1465
100 95 5035 1427 1475
100 96 5040 1438 1486
100 97 5044 1453 1499
100 98 5047 1469 1513
100 99 5049 1477 1521
100 100 5050 1481 1523
