"nom","dept","comm","arr","tncc","population","latitude","longitude"
"Longuenesse","62","525","5","0","11576","50.73556","2.2372200000000002"
"Longueville","62","526","3","0","132","50.732100000000003","1.8809"
"Longvilliers","62","527","4","0","256","50.543999999999997","1.7279"
"Loos-en-Gohelle","62","528","7","0","6892","50.45778","2.7933300000000001"
"Lorgies","62","529","2","0","1638","50.568060000000003","2.7905600000000002"
"Lottinghen","62","530","3","0","537","50.684170000000002","1.9325000000000001"
"Louches","62","531","5","0","942","50.829720000000002","2.0063900000000001"
"Lozinghem","62","532","2","0","1238","50.516669999999998","2.5"
"Lugy","62","533","4","0","146","50.523890000000002","2.1747200000000002"
"Lumbres","62","534","5","0","3880","50.705280000000002","2.1205599999999998"
"Madelaine-sous-Montreuil","62","535","4","3","184","50.468400000000003","1.7495000000000001"
"Magnicourt-en-Comte","62","536","1","0","634","50.4009","2.492"
"Magnicourt-sur-Canche","62","537","1","0","112","50.302779999999998","2.4108299999999998"
"Maintenay","62","538","4","0","393","50.366700000000002","1.8133999999999999"
"Maisnil","62","539","1","0","257","50.345999999999997","2.3651"
"Maisnil-lès-Ruitz","62","540","2","0","1507","50.452500000000001","2.585"
"Maisoncelle","62","541","4","0","123","50.448599999999999","2.1436999999999999"
"Maizières","62","542","1","0","170","50.323610000000002","2.4477799999999998"
"Mametz","62","543","5","0","2078","50.634439999999998","2.3252799999999998"
"Manin","62","544","1","0","190","50.297780000000003","2.51139"
"Maninghem","62","545","4","0","149","50.543329999999997","1.9394400000000001"
"Maninghen-Henne","62","546","3","0","342","50.768059999999998","1.6686099999999999"
"Marant","62","547","4","0","72","50.466389999999997","1.845"
"Marck","62","548","6","0","9727","50.948099999999997","1.9511000000000001"
"Marconne","62","549","4","0","1190","50.371940000000002","2.05111"
"Marconnelle","62","550","4","0","1228","50.373890000000003","2.0161099999999998"
"Marenla","62","551","4","0","223","50.445830000000001","1.8655600000000001"
"Maresquel-Ecquemicourt","62","552","4","0","908","50.410800000000002","1.9277"
"Marest","62","553","1","0","274","50.467219999999998","2.4152800000000001"
"Maresville","62","554","4","0","86","50.526110000000003","1.7322200000000001"
"Marles-les-Mines","62","555","2","0","5791","50.502220000000001","2.5022199999999999"
"Marles-sur-Canche","62","556","4","0","303","50.458060000000003","1.8272200000000001"
"Marœuil","62","557","1","0","2620","50.324399999999997","2.7061999999999999"
"Marquay","62","558","1","0","170","50.38111","2.4224999999999999"
"Marquion","62","559","1","0","982","50.210999999999999","3.0869"
"Marquise","62","560","3","0","5233","50.814720000000001","1.70333"
"Martinpuich","62","561","1","0","202","50.049900000000001","2.7656000000000001"
"Matringhem","62","562","4","0","192","50.545000000000002","2.165"
"Mazingarbe","62","563","7","0","7548","50.473059999999997","2.7180599999999999"
"Mazinghem","62","564","2","0","452","50.603059999999999","2.4047200000000002"
"Mencas","62","565","4","0","75","50.559719999999999","2.1386099999999999"
"Menneville","62","566","3","0","727","50.674720000000001","1.8616699999999999"
"Mentque-Nortbécourt","62","567","5","0","609","50.77028","2.0916700000000001"
"Mercatel","62","568","1","0","621","50.23556","2.79583"
"Merck-Saint-Liévin","62","569","5","0","602","50.626800000000003","2.1149"
"Méricourt","62","570","7","0","12057","50.40222","2.8658299999999999"
"Merlimont","62","571","4","0","3174","50.455800000000004","1.6145"
"Metz-en-Couture","62","572","1","0","652","50.067900000000002","3.0644"
"Meurchin","62","573","7","0","3789","50.497219999999999","2.8897200000000001"
"Mingoval","62","574","1","0","209","50.37444","2.5744400000000001"
"Moncheaux-lès-Frévent","62","576","1","0","139","50.314500000000002","2.3668999999999998"
"Monchel-sur-Canche","62","577","1","0","87","50.302799999999998","2.2094"
"Monchiet","62","578","1","0","101","50.240000000000002","2.6286100000000001"
"Monchy-au-Bois","62","579","1","0","520","50.18056","2.6566700000000001"
"Monchy-Breton","62","580","1","0","424","50.400829999999999","2.4449999999999998"
"Monchy-Cayeux","62","581","1","0","298","50.437779999999997","2.2766700000000002"
"Monchy-le-Preux","62","582","1","0","653","50.270530000000001","2.8931800000000001"
"Mondicourt","62","583","1","0","646","50.173609999999996","2.46306"
"Mont-Bernanchon","62","584","2","0","1416","50.583599999999997","2.5901000000000001"
"Montcavrel","62","585","4","0","384","50.515560000000001","1.8102799999999999"
"Montenescourt","62","586","1","0","452","50.29278","2.6244399999999999"
"Montigny-en-Gohelle","62","587","7","0","10113","50.427779999999998","2.9297200000000001"
"Montreuil","62","588","4","0","2492","50.463900000000002","1.7639"
"Mont-Saint-Éloi","62","589","1","0","1043","50.351109999999998","2.69306"
"Monts-en-Ternois","62","590","1","0","54","50.321669999999997","2.3855599999999999"
"Morchies","62","591","1","0","180","50.138330000000003","2.9552800000000001"
"Moringhem","62","592","5","0","512","50.763330000000003","2.1274999999999999"
"Morval","62","593","1","0","97","50.030999999999999","2.8727"
"Mory","62","594","1","0","339","50.156109999999998","2.8525"
"Moulle","62","595","5","0","1025","50.788330000000002","2.1783299999999999"
"Mouriez","62","596","4","0","258","50.339700000000001","1.9457"
"Moyenneville","62","597","1","0","296","50.181669999999997","2.77833"
"Muncq-Nieurlet","62","598","5","0","693","50.848329999999997","2.1150000000000002"
"Nabringhen","62","599","3","0","172","50.744439999999997","1.8619399999999999"
"Nédon","62","600","1","0","167","50.525280000000002","2.3700000000000001"
"Nédonchel","62","601","1","0","243","50.524169999999998","2.35833"
"Nempont-Saint-Firmin","62","602","4","0","186","50.354999999999997","1.7333000000000001"
"Nesles","62","603","3","0","973","50.627699999999997","1.6568000000000001"
"Neufchâtel-Hardelot","62","604","3","0","3889","50.618609999999997","1.64083"
"Neulette","62","605","4","0","21","50.38167","2.1663899999999998"
"Neuve-Chapelle","62","606","2","0","1376","50.583889999999997","2.7802799999999999"
"Neuville-au-Cornet","62","607","1","0","84","50.335830000000001","2.3680599999999998"
"Neuville-Bourjonval","62","608","1","0","170","50.068800000000003","3.0221"
"Neuville-Saint-Vaast","62","609","1","0","1499","50.355559999999997","2.75806"
"Neuville-sous-Montreuil","62","610","4","0","688","50.475000000000001","1.77556"
"Neuville-Vitasse","62","611","1","0","502","50.247219999999999","2.8202799999999999"
"Neuvireuil","62","612","1","0","490","50.351669999999999","2.9105599999999998"
"Nielles-lès-Bléquin","62","613","5","0","900","50.674169999999997","2.0319400000000001"
"Nielles-lès-Ardres","62","614","5","0","530","50.841940000000001","2.0161099999999998"
"Nielles-lès-Calais","62","615","6","0","244","50.907780000000002","1.83778"
"Nœux-lès-Auxi","62","616","1","0","176","50.235300000000002","2.1751999999999998"
"Nœux-les-Mines","62","617","2","0","12317","50.4801","2.6657000000000002"
"Nordausques","62","618","5","0","967","50.817779999999999","2.0816699999999999"
"Noreuil","62","619","1","0","139","50.170560000000002","2.9344399999999999"
"Norrent-Fontes","62","620","2","0","1469","50.588099999999997","2.4074"
"Nortkerque","62","621","5","0","1652","50.875","2.0249999999999999"
"Nort-Leulinghem","62","622","5","0","207","50.799999999999997","2.0927799999999999"
"Nouvelle-Église","62","623","5","0","515","50.925280000000001","2.05444"
"Noyelles-Godault","62","624","7","0","5169","50.420000000000002","2.9938899999999999"
"Noyelles-lès-Humières","62","625","4","0","61","50.373899999999999","2.1760999999999999"
"Noyelles-lès-Vermelles","62","626","2","0","2260","50.489440000000002","2.7258300000000002"
"Noyelles-sous-Bellonne","62","627","1","0","828","50.308059999999998","3.0272199999999998"
"Noyelles-sous-Lens","62","628","7","0","6940","50.43056","2.8727800000000001"
"Noyellette","62","629","1","0","188","50.300280000000001","2.5955599999999999"
"Noyelle-Vion","62","630","1","0","258","50.29139","2.5499999999999998"
"Nuncq-Hautecôte","62","631","1","0","409","50.305500000000002","2.2894999999999999"
"Oblinghem","62","632","2","1","229","50.549169999999997","2.5986099999999999"
"Œuf-en-Ternois","62","633","1","1","261","50.358600000000003","2.2121"
"Offekerque","62","634","5","1","1128","50.941110000000002","2.0183300000000002"
"Offin","62","635","4","1","214","50.445","1.94167"
"Offrethun","62","636","3","1","273","50.784170000000003","1.69167"
"Oignies","62","637","7","1","9934","50.469169999999998","2.9936099999999999"
"Oisy-le-Verger","62","638","1","1","1282","50.250279999999997","3.1238899999999998"
"Oppy","62","639","1","1","374","50.347499999999997","2.8908299999999998"
"Orville","62","640","1","1","399","50.133600000000001","2.4119000000000002"
"Ostreville","62","641","1","1","278","50.39667","2.3938899999999999"
"Ourton","62","642","2","1","780","50.455559999999998","2.4791699999999999"
"Outreau","62","643","3","1","14717","50.703890000000001","1.59389"
"Ouve-Wirquin","62","644","5","1","541","50.650559999999999","2.14472"
"Oye-Plage","62","645","5","1","5537","50.977780000000003","2.0441699999999998"
"Palluel","62","646","1","0","573","50.267220000000002","3.0986099999999999"
"Parcq","62","647","4","2","810","50.379300000000001","2.1004999999999998"
"Parenty","62","648","4","0","491","50.587780000000002","1.8091699999999999"
"Pas-en-Artois","62","649","1","0","823","50.155000000000001","2.4891700000000001"
"Pelves","62","650","1","0","717","50.290550000000003","2.91378"
"Penin","62","651","1","0","433","50.327500000000001","2.4844400000000002"
"Pernes","62","652","1","0","1642","50.4846","2.411"
"Pernes-lès-Boulogne","62","653","3","0","486","50.751939999999998","1.70278"
"Peuplingues","62","654","6","0","711","50.914999999999999","1.76694"
"Pierremont","62","655","1","0","275","50.401110000000003","2.2608299999999999"
"Pihem","62","656","5","0","1007","50.683329999999998","2.21306"
"Pihen-lès-Guînes","62","657","6","0","485","50.871389999999998","1.78667"
"Pittefaux","62","658","3","0","123","50.757219999999997","1.6838900000000001"
"Planques","62","659","4","0","114","50.462499999999999","2.0816699999999999"
"Plouvain","62","660","1","0","466","50.305790000000002","2.9249399999999999"
"Bouin-Plumoison","62","661","4","0","463","50.381100000000004","1.9916"
"Polincove","62","662","5","0","799","50.850830000000002","2.09111"
"Pommera","62","663","1","0","316","50.17333","2.4388899999999998"
"Pommier","62","664","1","0","241","50.183889999999998","2.5988899999999999"
"Ponchel","62","665","1","2","228","50.256900000000002","2.0752999999999999"
"Pont-à-Vendin","62","666","7","0","3141","50.473610000000001","2.8886099999999999"
"Portel","62","667","3","2","9697","50.706899999999997","1.5740000000000001"
"Prédefin","62","668","1","0","197","50.503329999999998","2.2549999999999999"
"Pressy","62","669","1","0","294","50.475279999999998","2.3961100000000002"
"Preures","62","670","4","0","570","50.571939999999998","1.87778"
"Pronville","62","671","1","0","328","50.174439999999997","3.00278"
"Puisieux","62","672","1","0","671","50.116109999999999","2.6947199999999998"
"Quéant","62","673","1","0","631","50.179169999999999","2.98333"
"Quelmes","62","674","5","0","570","50.733330000000002","2.1372200000000001"
"Quercamps","62","675","5","0","287","50.751899999999999","2.0518999999999998"
"Quernes","62","676","2","0","466","50.604999999999997","2.36639"
"Quesnoy-en-Artois","62","677","4","2","366","50.334299999999999","2.0491999999999999"
"Quesques","62","678","3","0","608","50.703609999999998","1.9327799999999999"
"Questrecques","62","679","3","0","342","50.663890000000002","1.7477799999999999"
"Quiéry-la-Motte","62","680","1","0","755","50.365830000000003","2.9780600000000002"
"Quiestède","62","681","5","0","688","50.679169999999999","2.3174999999999999"
"Quilen","62","682","4","0","60","50.529440000000001","1.92778"
"Quœux-Haut-Maînil","62","683","1","0","257","50.301000000000002","2.1113"
"Racquinghem","62","684","5","0","2343","50.693060000000003","2.35778"
"Radinghem","62","685","4","0","429","50.546700000000001","2.1194000000000002"
"Ramecourt","62","686","1","0","326","50.370280000000001","2.3127800000000001"
"Rang-du-Fliers","62","688","4","0","4180","50.417499999999997","1.6397200000000001"
"Ransart","62","689","1","0","396","50.209200000000003","2.6863999999999999"
"Raye-sur-Authie","62","690","4","0","220","50.298299999999998","1.9493"
"Rebecques","62","691","5","0","460","50.64528","2.3063899999999999"
"Rebergues","62","692","5","0","246","50.757219999999997","1.9580599999999999"
"Rebreuve-Ranchicourt","62","693","2","0","1129","50.436900000000001","2.5558999999999998"
"Rebreuve-sur-Canche","62","694","1","0","222","50.264719999999997","2.34083"
"Rebreuviette","62","695","1","0","273","50.262300000000003","2.3614999999999999"
"Reclinghem","62","696","5","0","188","50.572800000000001","2.177"
"Récourt","62","697","1","0","239","50.253329999999998","3.0355599999999998"
"Recques-sur-Course","62","698","4","0","275","50.520829999999997","1.78417"
"Recques-sur-Hem","62","699","5","0","577","50.835000000000001","2.0891700000000002"
"Regnauville","62","700","4","0","222","50.313600000000001","2.0123000000000002"
"Rely","62","701","2","0","458","50.572220000000002","2.3624999999999998"
"Remilly-Wirquin","62","702","5","0","342","50.668610000000001","2.1669399999999999"
"Rémy","62","703","1","0","288","50.253300000000003","2.9563999999999999"
"Renty","62","704","5","0","587","50.583329999999997","2.0727799999999998"
"Rety","62","705","3","0","2090","50.796900000000001","1.7756000000000001"
"Richebourg","62","706","2","0","2480","50.579099999999997","2.7404000000000002"
"Riencourt-lès-Bapaume","62","708","1","0","36","50.088329999999999","2.8816700000000002"
"Riencourt-lès-Cagnicourt","62","709","1","0","287","50.199170000000002","2.9577800000000001"
"Rimboval","62","710","4","0","147","50.5075","1.98583"
"Rinxent","62","711","3","0","2782","50.805","1.7380599999999999"
"Rivière","62","712","1","0","1154","50.232500000000002","2.6894399999999998"
"Robecq","62","713","2","0","1307","50.595829999999999","2.5633300000000001"
"Roclincourt","62","714","1","0","807","50.325560000000003","2.78694"
"Rocquigny","62","715","1","0","292","50.059440000000002","2.9283299999999999"
"Rodelinghem","62","716","5","0","546","50.838059999999999","1.9286099999999999"
"Roëllecourt","62","717","1","0","622","50.3675","2.38611"
"Rœux","62","718","1","0","1406","50.297400000000003","2.8969999999999998"
"Rollancourt","62","719","4","0","386","50.407780000000002","2.12222"
"Rombly","62","720","2","0","40","50.598889999999997","2.38917"
"Roquetoire","62","721","5","0","1910","50.670560000000002","2.3422200000000002"
"Rougefay","62","722","1","0","92","50.273330000000001","2.1713900000000002"
"Roussent","62","723","4","0","211","50.36833","1.7747200000000001"
"Rouvroy","62","724","7","0","8851","50.393700000000003","2.9041999999999999"
"Royon","62","725","4","0","124","50.473059999999997","1.9924999999999999"
"Ruisseauville","62","726","4","0","169","50.48028","2.1238899999999998"
"Ruitz","62","727","2","0","1562","50.467500000000001","2.5901000000000001"
"Rumaucourt","62","728","1","0","713","50.242220000000003","3.0594399999999999"
"Rumilly","62","729","4","0","260","50.5764","2.0158999999999998"
"Ruminghem","62","730","5","0","1599","50.859439999999999","2.1577799999999998"
"Ruyaulcourt","62","731","1","0","282","50.083199999999998","3.0139999999999998"
"Sachin","62","732","1","0","310","50.486939999999997","2.3758300000000001"
"Sailly-au-Bois","62","733","1","0","290","50.121000000000002","2.5964"
"Sailly-en-Ostrevent","62","734","1","0","721","50.288890000000002","2.9938899999999999"
"Sailly-Labourse","62","735","2","0","2142","50.501669999999997","2.6941700000000002"
"Sailly-sur-la-Lys","62","736","2","0","4164","50.657400000000003","2.7709999999999999"
"Sains-en-Gohelle","62","737","7","0","6505","50.444719999999997","2.6836099999999998"
"Sains-lès-Fressin","62","738","4","0","178","50.466940000000001","2.0411100000000002"
"Sains-lès-Marquion","62","739","1","0","341","50.19417","3.0727799999999998"
"Sains-lès-Pernes","62","740","1","0","276","50.477499999999999","2.3563900000000002"
"Saint-Amand","62","741","1","0","150","50.165100000000002","2.5594999999999999"
"Saint-Aubin","62","742","4","0","274","50.456699999999998","1.6667000000000001"
"Sainte-Austreberthe","62","743","4","0","423","50.365279999999998","2.0449999999999999"
"Sainte-Catherine","62","744","1","0","3491","50.307220000000001","2.7630599999999998"
"Saint-Denœux","62","745","4","0","137","50.472000000000001","1.9060999999999999"
"Saint-Étienne-au-Mont","62","746","3","0","5147","50.681699999999999","1.6271"
"Saint-Floris","62","747","2","0","532","50.626800000000003","2.5703"
"Saint-Folquin","62","748","5","0","2247","50.946300000000001","2.1230000000000002"
"Saint-Georges","62","749","4","0","315","50.358600000000003","2.0851999999999999"
"Saint-Hilaire-Cottes","62","750","2","0","848","50.571390000000001","2.4141699999999999"
"Saint-Inglevert","62","751","3","0","744","50.875","1.74278"
"Saint-Josse","62","752","4","0","1224","50.467779999999998","1.66472"
"Saint-Laurent-Blangy","62","753","1","0","6137","50.302500000000002","2.8027799999999998"
"Saint-Léger","62","754","1","0","415","50.186700000000002","2.8582999999999998"
"Saint-Léonard","62","755","3","0","3639","50.690559999999998","1.6241699999999999"
"Sainte-Marie-Kerque","62","756","5","0","1553","50.899439999999998","2.1377799999999998"
"Saint-Martin-au-Laërt","62","757","5","0","3810","50.755279999999999","2.23583"
"Saint-Martin-Boulogne","62","758","3","0","11469","50.725830000000002","1.63222"
"Saint-Martin-Choquel","62","759","3","0","481","50.671390000000002","1.88028"
"Saint-Martin-d'Hardinghem","62","760","5","0","316","50.604439999999997","2.0950000000000002"
"Saint-Martin-sur-Cojeul","62","761","1","0","214","50.231670000000001","2.8424999999999998"
"Saint-Michel-sous-Bois","62","762","4","0","127","50.513890000000004","1.93167"
"Saint-Michel-sur-Ternoise","62","763","1","0","956","50.375700000000002","2.3624000000000001"
"Saint-Nicolas","62","764","1","0","4927","50.302799999999998","2.7782"
"Saint-Omer","62","765","5","0","15231","50.7483","2.2616000000000001"
"Saint-Omer-Capelle","62","766","5","0","1135","50.939169999999997","2.1008300000000002"
"Saint-Pol-sur-Ternoise","62","767","1","0","5395","50.379170000000002","2.3347199999999999"
"Saint-Rémy-au-Bois","62","768","4","0","112","50.366700000000002","1.8746"
"Saint-Tricat","62","769","6","0","696","50.893059999999998","1.83056"
"Saint-Venant","62","770","2","0","3219","50.622219999999999","2.5444399999999998"
"Sallaumines","62","771","7","0","10063","50.419719999999998","2.8622200000000002"
"Salperwick","62","772","5","0","516","50.772779999999997","2.2319399999999998"
"Samer","62","773","3","0","3756","50.639719999999997","1.7452799999999999"
"Sangatte","62","774","6","0","4779","50.947200000000002","1.7576000000000001"
"Sanghen","62","775","6","0","276","50.776110000000003","1.9027799999999999"
"Sapignies","62","776","1","0","182","50.134169999999997","2.8347199999999999"
"Sars","62","777","1","2","164","50.070599999999999","2.7808999999999999"
"Sars-le-Bois","62","778","1","0","66","50.295000000000002","2.4286099999999999"
"Sarton","62","779","1","0","176","50.120829999999998","2.4327800000000002"
"Sauchy-Cauchy","62","780","1","0","396","50.23556","3.0977800000000002"
"Sauchy-Lestrée","62","781","1","0","465","50.227220000000003","3.1033300000000001"
"Saudemont","62","782","1","0","446","50.244169999999997","3.04"
"Saulchoy","62","783","4","0","309","50.349600000000002","1.8503000000000001"
"Saulty","62","784","1","0","723","50.212800000000001","2.5306999999999999"
"Savy-Berlette","62","785","1","0","1071","50.352499999999999","2.5647199999999999"
"Selles","62","786","3","0","328","50.699719999999999","1.8955599999999999"
"Sempy","62","787","4","0","301","50.493600000000001","1.8791"
"Seninghem","62","788","5","0","683","50.703299999999999","2.0348000000000002"
"Senlecques","62","789","3","0","256","50.64667","1.9355599999999999"
"Senlis","62","790","4","0","186","50.533329999999999","2.1499999999999999"
"Séricourt","62","791","1","0","56","50.295000000000002","2.3149999999999999"
"Serques","62","792","5","0","1189","50.793889999999998","2.2011099999999999"
"Servins","62","793","7","0","1074","50.408999999999999","2.6387"
"Setques","62","794","5","0","657","50.711939999999998","2.1586099999999999"
"Sibiville","62","795","1","0","97","50.298609999999996","2.32361"
"Simencourt","62","796","1","0","542","50.258330000000001","2.6430600000000002"
"Siracourt","62","797","1","0","260","50.372779999999999","2.2708300000000001"
"Sombrin","62","798","1","0","240","50.239719999999998","2.5008300000000001"
"Sorrus","62","799","4","0","664","50.458889999999997","1.7224999999999999"
"Souastre","62","800","1","0","364","50.152500000000003","2.5649000000000002"
"Souchez","62","801","1","0","2555","50.390830000000001","2.7427800000000002"
"Souich","62","802","1","2","182","50.222700000000003","2.3677999999999999"
"Surques","62","803","5","0","504","50.740279999999998","1.9158299999999999"
"Sus-Saint-Léger","62","804","1","0","353","50.237099999999998","2.4308000000000001"
"Tangry","62","805","1","0","235","50.46528","2.3541699999999999"
"Tardinghen","62","806","3","0","165","50.866109999999999","1.63028"
"Tatinghem","62","807","5","0","1812","50.74389","2.2080600000000001"
"Teneur","62","808","1","0","288","50.451300000000003","2.2193000000000001"
"Ternas","62","809","1","0","136","50.342500000000001","2.3975"
"Thélus","62","810","1","0","1234","50.354999999999997","2.8005599999999999"
"Thérouanne","62","811","5","0","1101","50.636670000000002","2.2588900000000001"
"Thiembronne","62","812","5","0","766","50.620559999999998","2.0575000000000001"
"Thieuloye","62","813","1","3","462","50.412599999999998","2.4335"
"Thièvres","62","814","1","0","122","50.128329999999998","2.4536099999999998"
"Tigny-Noyelle","62","815","4","0","158","50.352780000000003","1.70583"
"Tilloy-lès-Hermaville","62","816","1","0","239","50.327219999999997","2.55722"
"Tilloy-lès-Mofflaines","62","817","1","0","1514","50.276699999999998","2.8169"
"Tilly-Capelle","62","818","1","0","162","50.44361","2.19861"
"Tilques","62","819","5","0","1142","50.777099999999997","2.2048999999999999"
"Tincques","62","820","1","0","885","50.357779999999998","2.49194"
"Tingry","62","821","3","0","332","50.61833","1.73"
"Tollent","62","822","1","0","94","50.276940000000003","2.01389"
"Torcy","62","823","4","0","164","50.483609999999999","2.0225"
"Tortefontaine","62","824","4","0","255","50.3217","1.9214"
"Tortequesne","62","825","1","0","720","50.289439999999999","3.0388899999999999"
"Touquet-Paris-Plage","62","826","4","2","4855","50.523299999999999","1.5857000000000001"
"Tournehem-sur-la-Hem","62","827","5","0","1432","50.806800000000003","2.0491999999999999"
"Tramecourt","62","828","4","0","57","50.464170000000003","2.15083"
"Transloy","62","829","1","2","446","50.059800000000003","2.8942999999999999"
"Trescault","62","830","1","0","199","50.09028","3.0922200000000002"
"Troisvaux","62","831","1","0","301","50.401940000000003","2.3424999999999998"
"Tubersent","62","832","4","0","511","50.520000000000003","1.70444"
"Vacquerie-le-Boucq","62","833","1","0","80","50.269440000000003","2.2191700000000001"
"Vacqueriette-Erquières","62","834","4","0","251","50.324399999999997","2.0779999999999998"
"Valhuon","62","835","1","0","585","50.434170000000002","2.3769399999999998"
"Vaudricourt","62","836","2","0","927","50.501939999999998","2.6247199999999999"
"Vaudringhem","62","837","5","0","488","50.662219999999998","2.02833"
"Vaulx","62","838","1","0","84","50.267699999999998","2.0977999999999999"
"Vaulx-Vraucourt","62","839","1","0","1080","50.1462","2.9096000000000002"
"Vélu","62","840","1","0","126","50.106389999999998","2.9725000000000001"
"Vendin-lès-Béthune","62","841","2","0","2414","50.54222","2.6063900000000002"
"Vendin-le-Vieil","62","842","7","0","7725","50.473889999999997","2.8661099999999999"
"Verchin","62","843","4","0","233","50.494500000000002","2.1850999999999998"
"Verchocq","62","844","4","0","624","50.564439999999998","2.0355599999999998"
"Verlincthun","62","845","3","0","385","50.628610000000002","1.6783300000000001"
"Vermelles","62","846","2","0","4484","50.488199999999999","2.7467000000000001"
"Verquigneul","62","847","2","0","2063","50.504170000000002","2.66222"
"Verquin","62","848","2","0","3363","50.502499999999998","2.6400000000000001"
"Verton","62","849","4","0","2352","50.40222","1.64944"
"Vieil-Hesdin","62","850","4","0","389","50.357500000000002","2.0988899999999999"
"Vieille-Chapelle","62","851","2","0","773","50.591670000000001","2.7055600000000002"
"Vieille-Église","62","852","5","0","1380","50.928330000000003","2.07667"
"Vieil-Moutier","62","853","3","0","393","50.67389","1.9138900000000001"
"Villers-au-Bois","62","854","1","0","544","50.373060000000002","2.6713900000000002"
"Villers-au-Flos","62","855","1","0","226","50.081110000000002","2.90333"
"Villers-Brûlin","62","856","1","0","318","50.367220000000003","2.5377800000000001"
"Villers-Châtel","62","857","1","0","122","50.376669999999997","2.5872199999999999"
"Villers-lès-Cagnicourt","62","858","1","0","264","50.222700000000003","3.0104000000000002"
"Villers-l'Hôpital","62","859","1","0","274","50.228059999999999","2.21306"
"Villers-Sir-Simon","62","860","1","0","130","50.317500000000003","2.49194"
"Vimy","62","861","1","0","4452","50.372999999999998","2.8115000000000001"
"Vincly","62","862","4","0","164","50.558610000000002","2.17083"
"Violaines","62","863","2","0","3775","50.54083","2.7888899999999999"
"Vis-en-Artois","62","864","1","0","669","50.247219999999999","2.9399999999999999"
"Vitry-en-Artois","62","865","1","0","4507","50.325830000000003","2.98306"
"Waben","62","866","4","0","436","50.379440000000002","1.65222"
"Wacquinghen","62","867","3","0","238","50.782499999999999","1.6658299999999999"
"Wail","62","868","4","0","278","50.347799999999999","2.1284000000000001"
"Wailly","62","869","1","0","1060","50.246099999999998","2.7233000000000001"
"Wailly-Beaucamp","62","870","4","0","1017","50.413330000000002","1.72611"
"Wambercourt","62","871","4","0","255","50.428609999999999","2.0233300000000001"
"Wamin","62","872","4","0","259","50.413499999999999","2.0617999999999999"
"Wancourt","62","873","1","0","669","50.247779999999999","2.8705599999999998"
"Wanquetin","62","874","1","0","704","50.275829999999999","2.6150000000000002"
"Wardrecques","62","875","5","0","1198","50.710500000000003","2.3443999999999998"
"Warlencourt-Eaucourt","62","876","1","0","163","50.082500000000003","2.78972"
"Warlincourt-lès-Pas","62","877","1","0","156","50.173609999999996","2.50556"
"Warlus","62","878","1","0","371","50.274720000000002","2.6688900000000002"
"Warluzel","62","879","1","0","252","50.227499999999999","2.4697200000000001"
"Wast","62","880","3","2","209","50.749200000000002","1.8026"
"Beauvoir-Wavans","62","881","1","0","397","50.218200000000003","2.1625999999999999"
"Wavrans-sur-l'Aa","62","882","5","0","1358","50.683059999999998","2.1366700000000001"
"Wavrans-sur-Ternoise","62","883","1","0","222","50.411940000000001","2.2997200000000002"
"Westrehem","62","885","2","0","229","50.545000000000002","2.3452799999999998"
"Wicquinghem","62","886","4","0","208","50.575560000000003","1.96139"
"Widehem","62","887","4","0","269","50.585830000000001","1.67194"
"Wierre-au-Bois","62","888","3","0","219","50.644170000000003","1.7622199999999999"
"Wierre-Effroy","62","889","3","0","799","50.778060000000004","1.7383299999999999"
"Willeman","62","890","4","0","178","50.352780000000003","2.1586099999999999"
"Willencourt","62","891","1","0","146","50.240560000000002","2.0888900000000001"
"Willerval","62","892","1","0","661","50.357219999999998","2.8444400000000001"
"Wimereux","62","893","3","0","7618","50.769629999999999","1.6113900000000001"
"Wimille","62","894","3","0","4325","50.763060000000003","1.6325000000000001"
"Wingles","62","895","7","0","8324","50.494500000000002","2.8565"
"Wirwignes","62","896","3","0","764","50.685000000000002","1.76111"
"Wismes","62","897","5","0","540","50.654170000000001","2.0713900000000001"
"Wisques","62","898","5","0","245","50.723610000000001","2.1922199999999998"
"Wissant","62","899","3","0","1077","50.885280000000002","1.6627799999999999"
"Witternesse","62","900","2","0","582","50.611939999999997","2.3602799999999999"
"Wittes","62","901","5","0","885","50.669440000000002","2.39167"
"Wizernes","62","902","5","0","3361","50.711109999999998","2.2291699999999999"
"Zoteux","62","903","4","0","529","50.61056","1.8797200000000001"
"Zouafques","62","904","5","0","577","50.816110000000002","2.0558299999999998"
"Zudausques","62","905","5","0","870","50.749169999999999","2.1488900000000002"
"Zutkerque","62","906","5","0","1737","50.853610000000003","2.0674999999999999"
"Libercourt","62","907","7","0","8631","50.483890000000002","3.01389"
"Capelle-lès-Boulogne","62","908","3","3","1556","50.731200000000001","1.7072000000000001"
"Ytres","62","909","1","1","440","50.065199999999997","2.9933000000000001"
