"nom","dept","comm","arr","tncc","population","latitude","longitude"
"Merville","59","400","4","0","9100","50.643900000000002","2.6414"
"Méteren","59","401","4","0","2181","50.740560000000002","2.6922199999999998"
"Millam","59","402","4","0","804","50.855829999999997","2.2483300000000002"
"Millonfosse","59","403","6","0","670","50.435560000000002","3.3908299999999998"
"Moëres","59","404","4","4","817","51.014719999999997","2.5505599999999999"
"Mœuvres","59","405","2","0","454","50.1633","3.0653000000000001"
"Monceau-Saint-Waast","59","406","1","0","515","50.170560000000002","3.8547199999999999"
"Monchaux-sur-Écaillon","59","407","6","0","564","50.286389999999997","3.4552800000000001"
"Moncheaux","59","408","5","0","1482","50.453060000000001","3.07944"
"Monchecourt","59","409","3","0","2613","50.303890000000003","3.2094399999999998"
"Mons-en-Barœul","59","410","5","0","22036","50.642099999999999","3.1084999999999998"
"Mons-en-Pévèle","59","411","5","0","2178","50.479439999999997","3.10222"
"Montay","59","412","2","0","354","50.11889","3.5405600000000002"
"Montigny-en-Cambrésis","59","413","2","0","593","50.091389999999997","3.4097200000000001"
"Montigny-en-Ostrevent","59","414","3","0","4927","50.366700000000002","3.1877"
"Montrécourt","59","415","2","0","236","50.232219999999998","3.45139"
"Morbecque","59","416","4","0","2715","50.69361","2.5175000000000001"
"Mortagne-du-Nord","59","418","6","0","1637","50.504440000000002","3.45444"
"Mouchin","59","419","5","0","1394","50.518059999999998","3.2916699999999999"
"Moustier-en-Fagne","59","420","1","0","66","50.093890000000002","4.1941699999999997"
"Mouvaux","59","421","5","0","13752","50.703330000000001","3.1405599999999998"
"Naves","59","422","2","0","616","50.202219999999997","3.3158300000000001"
"Neuf-Berquin","59","423","4","0","1268","50.661000000000001","2.6720000000000002"
"Neuf-Mesnil","59","424","1","0","1269","50.265920000000001","3.9070999999999998"
"Neuville-en-Avesnois","59","425","1","0","302","50.196669999999997","3.5802800000000001"
"Neuville-en-Ferrain","59","426","5","0","10223","50.746670000000002","3.1580599999999999"
"Neuville","59","427","5","3","695","50.49389","3.0469400000000002"
"Neuville-Saint-Rémy","59","428","2","0","3793","50.187779999999997","3.2222200000000001"
"Neuville-sur-Escaut","59","429","6","0","2582","50.3001","3.3542000000000001"
"Neuvilly","59","430","2","0","1054","50.141939999999998","3.5099999999999998"
"Nieppe","59","431","4","0","7675","50.703060000000001","2.8388900000000001"
"Niergnies","59","432","2","0","516","50.148060000000001","3.25556"
"Nieurlet","59","433","4","0","989","50.789439999999999","2.2822200000000001"
"Nivelle","59","434","6","0","1302","50.472900000000003","3.4676"
"Nomain","59","435","3","0","2505","50.498890000000003","3.2502800000000001"
"Noordpeene","59","436","4","0","800","50.806109999999997","2.3980600000000001"
"Noyelles-lès-Seclin","59","437","5","0","896","50.57667","3.01694"
"Noyelles-sur-Escaut","59","438","2","0","783","50.138100000000001","3.1823000000000001"
"Noyelles-sur-Sambre","59","439","1","0","321","50.157220000000002","3.7974999999999999"
"Noyelles-sur-Selle","59","440","6","0","776","50.285559999999997","3.3869400000000001"
"Obies","59","441","1","1","725","50.266939999999998","3.78694"
"Obrechies","59","442","1","1","269","50.219999999999999","4.02583"
"Ochtezeele","59","443","4","1","346","50.816940000000002","2.4019400000000002"
"Odomez","59","444","6","1","908","50.455559999999998","3.5375000000000001"
"Ohain","59","445","1","1","1312","50.040559999999999","4.1186100000000003"
"Oisy","59","446","6","1","572","50.359169999999999","3.4391699999999998"
"Onnaing","59","447","6","1","8787","50.387779999999999","3.5980599999999998"
"Oost-Cappel","59","448","4","1","532","50.925280000000001","2.5983299999999998"
"Orchies","59","449","3","1","8363","50.474719999999998","3.24417"
"Ors","59","450","2","1","671","50.100000000000001","3.6333299999999999"
"Orsinval","59","451","1","1","532","50.273609999999998","3.63056"
"Ostricourt","59","452","5","1","5270","50.454439999999998","3.0308299999999999"
"Oudezeele","59","453","4","1","679","50.838329999999999","2.5105599999999999"
"Oxelaëre","59","454","4","1","519","50.788609999999998","2.4758300000000002"
"Paillencourt","59","455","2","0","1003","50.247779999999999","3.2747199999999999"
"Pecquencourt","59","456","3","0","6381","50.377220000000001","3.21583"
"Pérenchies","59","457","5","0","8162","50.668059999999997","2.9725000000000001"
"Péronne-en-Mélantois","59","458","5","0","880","50.567779999999999","3.1686100000000001"
"Petite-Forêt","59","459","6","0","5016","50.371110000000002","3.47444"
"Petit-Fayt","59","461","1","0","304","50.10389","3.8191700000000002"
"Phalempin","59","462","5","0","4532","50.516669999999998","3.01667"
"Pitgam","59","463","4","0","946","50.928060000000002","2.3305600000000002"
"Poix-du-Nord","59","464","1","0","2124","50.189399999999999","3.6089000000000002"
"Pommereuil","59","465","2","0","762","50.112900000000003","3.5972"
"Pont-à-Marcq","59","466","5","0","2740","50.52167","3.1161099999999999"
"Pont-sur-Sambre","59","467","1","0","2624","50.223889999999997","3.8472200000000001"
"Potelle","59","468","1","0","366","50.234400000000001","3.6638000000000002"
"Pradelles","59","469","4","0","369","50.732500000000002","2.6044399999999999"
"Prémesques","59","470","5","0","2181","50.655279999999998","2.9525000000000001"
"Préseau","59","471","6","0","1907","50.310830000000003","3.5741700000000001"
"Preux-au-Bois","59","472","1","0","841","50.163330000000002","3.6572200000000001"
"Preux-au-Sart","59","473","1","0","291","50.283610000000003","3.6872199999999999"
"Prisches","59","474","1","0","1022","50.079999999999998","3.76667"
"Prouvy","59","475","6","0","2328","50.32056","3.4505599999999998"
"Proville","59","476","2","0","3441","50.161389999999997","3.2058300000000002"
"Provin","59","477","5","0","4149","50.514719999999997","2.9127800000000001"
"Quaëdypre","59","478","4","0","1164","50.935560000000002","2.45444"
"Quarouble","59","479","6","0","3123","50.388890000000004","3.6230600000000002"
"Quérénaing","59","480","6","0","956","50.286940000000001","3.5136099999999999"
"Quesnoy","59","481","1","2","5147","50.248890000000003","3.6375000000000002"
"Quesnoy-sur-Deûle","59","482","5","0","7216","50.712499999999999","2.9994399999999999"
"Quiévelon","59","483","1","0","158","50.236669999999997","4.0736100000000004"
"Quiévrechain","59","484","6","0","6035","50.39528","3.6669399999999999"
"Quiévy","59","485","2","0","1763","50.166110000000003","3.4275000000000002"
"Râches","59","486","3","0","2775","50.416670000000003","3.1366700000000001"
"Radinghem-en-Weppes","59","487","5","0","1377","50.624720000000003","2.9049999999999998"
"Raillencourt-Sainte-Olle","59","488","2","0","2400","50.192100000000003","3.1688000000000001"
"Raimbeaucourt","59","489","3","0","4179","50.439720000000001","3.1025"
"Rainsars","59","490","1","0","220","50.071669999999997","3.99139"
"Raismes","59","491","6","0","12860","50.38917","3.48583"
"Ramillies","59","492","2","0","600","50.205559999999998","3.2605599999999999"
"Ramousies","59","493","1","0","241","50.11694","4.03972"
"Raucourt-au-Bois","59","494","1","0","177","50.210000000000001","3.6602800000000002"
"Recquignies","59","495","1","0","2376","50.280830000000002","4.0408299999999997"
"Rejet-de-Beaulieu","59","496","2","0","248","50.04222","3.6316700000000002"
"Renescure","59","497","4","0","2111","50.730559999999997","2.3711099999999998"
"Reumont","59","498","2","0","380","50.083329999999997","3.48333"
"Rexpoëde","59","499","4","0","1881","50.939439999999998","2.53972"
"Ribécourt-la-Tour","59","500","2","0","378","50.1111","3.1301000000000001"
"Rieulay","59","501","3","0","1410","50.379719999999999","3.2572199999999998"
"Rieux-en-Cambrésis","59","502","2","0","1540","50.20111","3.3525"
"Robersart","59","503","1","0","192","50.156939999999999","3.6433300000000002"
"Rœulx","59","504","6","0","3713","50.309440000000002","3.335"
"Rombies-et-Marchipont","59","505","6","0","770","50.365560000000002","3.6461100000000002"
"Romeries","59","506","2","0","436","50.202500000000001","3.5308299999999999"
"Ronchin","59","507","5","0","18235","50.60472","3.08778"
"Roncq","59","508","5","0","13016","50.753610000000002","3.1202800000000002"
"Roost-Warendin","59","509","3","0","6269","50.420279999999998","3.1055600000000001"
"Rosult","59","511","6","0","1893","50.447780000000002","3.36389"
"Roubaix","59","512","5","0","95506","50.688899999999997","3.1814"
"Roucourt","59","513","3","0","404","50.328060000000001","3.1483300000000001"
"Rousies","59","514","1","0","4306","50.27167","4.0058299999999996"
"Rouvignies","59","515","6","0","663","50.32694","3.4408300000000001"
"Rubrouck","59","516","4","0","959","50.838610000000003","2.3555600000000001"
"Rues-des-Vignes","59","517","2","4","709","50.094900000000003","3.2399"
"Ruesnes","59","518","1","0","447","50.258890000000001","3.5847199999999999"
"Rumegies","59","519","6","0","1599","50.488889999999998","3.34972"
"Rumilly-en-Cambrésis","59","520","2","0","1459","50.126939999999998","3.2200000000000002"
"Sailly-lez-Cambrai","59","521","2","0","493","50.191670000000002","3.1775000000000002"
"Sailly-lez-Lannoy","59","522","5","0","1814","50.646599999999999","3.2246000000000001"
"Sainghin-en-Mélantois","59","523","5","0","2546","50.586939999999998","3.1675"
"Sainghin-en-Weppes","59","524","5","0","5603","50.562899999999999","2.9015"
"Sains-du-Nord","59","525","1","0","3063","50.093609999999998","4.0099999999999998"
"Saint-Amand-les-Eaux","59","526","6","0","16894","50.447699999999998","3.4279999999999999"
"Saint-André-lez-Lille","59","527","5","0","11505","50.6601","3.0446"
"Saint-Aubert","59","528","2","0","1533","50.20778","3.4163899999999998"
"Saint-Aubin","59","529","1","0","388","50.172220000000003","3.9188900000000002"
"Saint-Aybert","59","530","6","0","364","50.448329999999999","3.6541700000000001"
"Saint-Benin","59","531","2","0","358","50.076900000000002","3.5287999999999999"
"Saint-Georges-sur-l'Aa","59","532","4","0","319","50.968609999999998","2.1636099999999998"
"Saint-Hilaire-lez-Cambrai","59","533","2","0","1663","50.183329999999998","3.4127800000000001"
"Saint-Hilaire-sur-Helpe","59","534","1","0","810","50.13167","3.90361"
"Saint-Jans-Cappel","59","535","4","0","1684","50.763060000000003","2.72167"
"Sainte-Marie-Cappel","59","536","4","0","858","50.784439999999996","2.50806"
"Saint-Martin-sur-Écaillon","59","537","2","0","527","50.248330000000003","3.5274999999999999"
"Saint-Momelin","59","538","4","0","420","50.793610000000001","2.2508300000000001"
"Saint-Pierre-Brouck","59","539","4","0","998","50.895829999999997","2.1863899999999998"
"Saint-Python","59","541","2","0","999","50.189720000000001","3.4816699999999998"
"Saint-Remy-Chaussée","59","542","1","0","498","50.170000000000002","3.8716699999999999"
"Saint-Remy-du-Nord","59","543","1","0","1201","50.232219999999998","3.9055599999999999"
"Saint-Saulve","59","544","6","0","11134","50.369720000000001","3.5547200000000001"
"Saint-Souplet","59","545","2","0","1303","50.05556","3.5316700000000001"
"Saint-Sylvestre-Cappel","59","546","4","0","1130","50.777099999999997","2.5550000000000002"
"Saint-Vaast-en-Cambrésis","59","547","2","0","897","50.192999999999998","3.4243999999999999"
"Saint-Waast","59","548","1","0","632","50.304600000000001","3.7484000000000002"
"Salesches","59","549","1","0","317","50.203330000000001","3.5874999999999999"
"Salomé","59","550","5","0","2992","50.531939999999999","2.8427799999999999"
"Saméon","59","551","3","0","1535","50.477220000000003","3.3341699999999999"
"Sancourt","59","552","2","0","203","50.21528","3.1936100000000001"
"Santes","59","553","5","0","5693","50.593330000000002","2.9622199999999999"
"Sars-et-Rosières","59","554","6","0","534","50.445","3.3316699999999999"
"Sars-Poteries","59","555","1","0","1492","50.169440000000002","4.0263900000000001"
"Sassegnies","59","556","1","0","271","50.179169999999999","3.8050000000000002"
"Saultain","59","557","6","0","2082","50.337780000000002","3.5761099999999999"
"Saulzoir","59","558","2","0","1718","50.240830000000003","3.4436100000000001"
"Sebourg","59","559","6","0","1930","50.342219999999998","3.6466699999999999"
"Seclin","59","560","5","0","12429","50.54833","3.0294400000000001"
"Sémeries","59","562","1","0","552","50.119999999999997","4.0002800000000001"
"Semousies","59","563","1","0","242","50.163890000000002","3.9611100000000001"
"Sentinelle","59","564","6","3","3408","50.349440000000001","3.4880599999999999"
"Sepmeries","59","565","1","0","592","50.283059999999999","3.5638899999999998"
"Sequedin","59","566","5","0","4418","50.626800000000003","2.9861"
"Séranvillers-Forenville","59","567","2","0","334","50.123699999999999","3.2812999999999999"
"Sercus","59","568","4","0","417","50.70722","2.4561099999999998"
"Sin-le-Noble","59","569","3","0","16363","50.363059999999997","3.1130599999999999"
"Socx","59","570","4","0","1015","50.935279999999999","2.4244400000000002"
"Solesmes","59","571","2","0","4754","50.185560000000002","3.4983300000000002"
"Solre-le-Château","59","572","1","0","1842","50.174439999999997","4.0916699999999997"
"Solrinnes","59","573","1","0","127","50.206110000000002","4.0738899999999996"
"Somain","59","574","3","0","12602","50.357500000000002","3.2802799999999999"
"Sommaing","59","575","2","0","350","50.265279999999997","3.4988899999999998"
"Spycker","59","576","4","0","1612","50.969439999999999","2.3233299999999999"
"Staple","59","577","4","0","686","50.749169999999999","2.45444"
"Steenbecque","59","578","4","0","1774","50.674439999999997","2.4849999999999999"
"Steene","59","579","4","0","1304","50.953330000000001","2.3672200000000001"
"Steenvoorde","59","580","4","0","4132","50.809440000000002","2.5827800000000001"
"Steenwerck","59","581","4","0","3531","50.700279999999999","2.7774999999999999"
"Strazeele","59","582","4","0","782","50.726700000000001","2.6315"
"Taisnières-en-Thiérache","59","583","1","0","483","50.145829999999997","3.8133300000000001"
"Taisnières-sur-Hon","59","584","1","0","940","50.318890000000003","3.8358300000000001"
"Templemars","59","585","5","0","3199","50.574170000000002","3.05444"
"Templeuve","59","586","5","0","5877","50.526670000000003","3.1749999999999998"
"Terdeghem","59","587","4","0","564","50.798609999999996","2.54"
"Téteghem","59","588","4","0","7317","51.018610000000002","2.4438900000000001"
"Thiant","59","589","6","0","2600","50.30556","3.4483299999999999"
"Thiennes","59","590","4","0","809","50.651670000000003","2.4669400000000001"
"Thivencelle","59","591","6","0","825","50.441670000000002","3.6366700000000001"
"Thumeries","59","592","5","0","3970","50.47889","3.0550000000000002"
"Thun-l'Évêque","59","593","2","0","671","50.226390000000002","3.2880600000000002"
"Thun-Saint-Amand","59","594","6","0","1154","50.4801","3.4594999999999998"
"Thun-Saint-Martin","59","595","2","0","539","50.224440000000001","3.2961100000000001"
"Tilloy-lez-Marchiennes","59","596","3","0","564","50.428330000000003","3.3186100000000001"
"Tilloy-lez-Cambrai","59","597","2","0","603","50.195700000000002","3.2219000000000002"
"Toufflers","59","598","5","0","4015","50.660829999999997","3.2297199999999999"
"Tourcoing","59","599","5","0","92620","50.722499999999997","3.1602800000000002"
"Tourmignies","59","600","5","0","697","50.50667","3.0841699999999999"
"Trélon","59","601","1","0","3201","50.058329999999998","4.1027800000000001"
"Tressin","59","602","5","0","1319","50.619599999999998","3.1949000000000001"
"Trith-Saint-Léger","59","603","6","0","6527","50.325560000000003","3.48583"
"Troisvilles","59","604","2","0","833","50.106110000000001","3.4702799999999998"
"Uxem","59","605","4","1","1346","51.02167","2.48333"
"Valenciennes","59","606","6","0","44362","50.359169999999999","3.5249999999999999"
"Vendegies-au-Bois","59","607","1","0","498","50.179720000000003","3.5786099999999998"
"Vendegies-sur-Écaillon","59","608","2","0","1134","50.262219999999999","3.51139"
"Vendeville","59","609","5","0","1651","50.575279999999999","3.0780599999999998"
"Verchain-Maugré","59","610","6","0","921","50.267780000000002","3.4766699999999999"
"Verlinghem","59","611","5","0","2419","50.681939999999997","2.9963899999999999"
"Vertain","59","612","2","0","482","50.212220000000002","3.5263900000000001"
"Vicq","59","613","6","0","1459","50.408610000000003","3.605"
"Viesly","59","614","2","0","1467","50.153060000000004","3.4638900000000001"
"Vieux-Berquin","59","615","4","0","2541","50.694719999999997","2.6444399999999999"
"Vieux-Condé","59","616","6","0","10590","50.459440000000001","3.56833"
"Vieux-Mesnil","59","617","1","0","585","50.254440000000002","3.8647200000000002"
"Vieux-Reng","59","618","1","0","870","50.329300000000003","4.0479500000000002"
"Villereau","59","619","1","0","958","50.246110000000002","3.6966700000000001"
"Villers-au-Tertre","59","620","3","0","621","50.301940000000002","3.1825000000000001"
"Villers-en-Cauchies","59","622","2","0","1262","50.225830000000002","3.40083"
"Villers-Guislain","59","623","2","0","735","50.039999999999999","3.1555599999999999"
"Villers-Outréaux","59","624","2","0","2239","50.033329999999999","3.2999999999999998"
"Villers-Plouich","59","625","2","0","422","50.078890000000001","3.1341700000000001"
"Villers-Pol","59","626","1","0","1263","50.284999999999997","3.6161099999999999"
"Villers-Sire-Nicole","59","627","1","0","1006","50.340000000000003","4.0155599999999998"
"Volckerinckhove","59","628","4","0","514","50.838610000000003","2.3055599999999998"
"Vred","59","629","3","0","1367","50.393889999999999","3.2313900000000002"
"Wahagnies","59","630","5","0","2633","50.48556","3.0358299999999998"
"Walincourt-Selvigny","59","631","2","0","2125","50.068800000000003","3.3361999999999998"
"Wallers","59","632","6","0","5612","50.375279999999997","3.39194"
"Wallers-en-Fagne","59","633","1","0","301","50.063609999999997","4.1755599999999999"
"Wallon-Cappel","59","634","4","0","927","50.727499999999999","2.4730599999999998"
"Wambaix","59","635","2","0","323","50.128889999999998","3.3050000000000002"
"Wambrechies","59","636","5","0","9864","50.685279999999999","3.04861"
"Wandignies-Hamage","59","637","3","0","1266","50.399439999999998","3.3144399999999998"
"Wannehain","59","638","5","0","1039","50.56861","3.2655599999999998"
"Wargnies-le-Grand","59","639","1","0","1077","50.308059999999998","3.6602800000000002"
"Wargnies-le-Petit","59","640","1","0","799","50.295279999999998","3.6738900000000001"
"Warhem","59","641","4","0","2138","50.976109999999998","2.4930599999999998"
"Warlaing","59","642","3","0","573","50.41028","3.3252799999999998"
"Warneton","59","643","5","0","213","50.747399999999999","2.9527999999999999"
"Wasnes-au-Bac","59","645","6","0","578","50.270560000000003","3.2588900000000001"
"Wasquehal","59","646","5","0","20293","50.668610000000001","3.1299999999999999"
"Watten","59","647","4","0","2640","50.833060000000003","2.2124999999999999"
"Wattignies","59","648","5","0","13427","50.585000000000001","3.0430600000000001"
"Wattignies-la-Victoire","59","649","1","0","269","50.200830000000003","4.0125000000000002"
"Wattrelos","59","650","5","0","41809","50.70111","3.21333"
"Wavrechain-sous-Denain","59","651","6","0","1655","50.330829999999999","3.415"
"Wavrechain-sous-Faulx","59","652","6","0","444","50.272779999999997","3.2863899999999999"
"Wavrin","59","653","5","0","7708","50.573889999999999","2.9388899999999998"
"Waziers","59","654","3","0","7671","50.387219999999999","3.1130599999999999"
"Wemaers-Cappel","59","655","4","0","250","50.806939999999997","2.4405600000000001"
"Wervicq-Sud","59","656","5","0","4763","50.772219999999997","3.0477799999999999"
"West-Cappel","59","657","4","0","598","50.928609999999999","2.5074999999999998"
"Wicres","59","658","5","0","387","50.571109999999997","2.8677800000000002"
"Wignehies","59","659","1","0","3146","50.016939999999998","4.0083299999999999"
"Willems","59","660","5","0","3042","50.63194","3.2383299999999999"
"Willies","59","661","1","0","169","50.120829999999998","4.0980600000000003"
"Winnezeele","59","662","4","0","1241","50.840829999999997","2.5508299999999999"
"Wormhout","59","663","4","0","5315","50.883330000000001","2.4666700000000001"
"Wulverdinghe","59","664","4","0","291","50.831670000000003","2.25556"
"Wylder","59","665","4","0","325","50.912500000000001","2.4922200000000001"
"Zegerscappel","59","666","4","0","1484","50.887799999999999","2.3866999999999998"
"Zermezeele","59","667","4","0","196","50.824440000000003","2.4500000000000002"
"Zuydcoote","59","668","4","0","1740","51.064169999999997","2.4894400000000001"
"Zuytpeene","59","669","4","0","575","50.793889999999998","2.4311099999999999"
"Don","59","670","5","0","1379","50.547780000000003","2.9197199999999999"
"Ablain-Saint-Nazaire","62","001","1","1","1837","50.392220000000002","2.7124999999999999"
"Ablainzevelle","62","002","1","1","203","50.15222","2.7313900000000002"
"Acheville","62","003","1","1","617","50.383330000000001","2.8833299999999999"
"Achicourt","62","004","1","1","7843","50.273330000000001","2.7594400000000001"
"Achiet-le-Grand","62","005","1","1","1080","50.130560000000003","2.7825000000000002"
"Achiet-le-Petit","62","006","1","1","341","50.123699999999999","2.7521"
"Acq","62","007","1","1","560","50.34778","2.6569400000000001"
"Acquin-Westbécourt","62","008","5","1","703","50.727600000000002","2.0897000000000001"
"Adinfer","62","009","1","1","243","50.193899999999999","2.7088999999999999"
"Affringues","62","010","5","1","225","50.689169999999997","2.0733299999999999"
"Agnez-lès-Duisans","62","011","1","1","696","50.307780000000001","2.65917"
"Agnières","62","012","1","1","242","50.353059999999999","2.6038899999999998"
"Agny","62","013","1","1","2000","50.259999999999998","2.7594400000000001"
"Aire-sur-la-Lys","62","014","5","1","10164","50.63861","2.3966699999999999"
"Airon-Notre-Dame","62","015","4","1","207","50.436669999999999","1.65917"
"Airon-Saint-Vaast","62","016","4","1","208","50.431669999999997","1.6672199999999999"
"Aix-en-Ergny","62","017","4","1","176","50.582500000000003","1.99722"
"Aix-en-Issart","62","018","4","1","282","50.476669999999999","1.8586100000000001"
"Aix-Noulette","62","019","7","1","3901","50.425829999999998","2.7097199999999999"
"Alembon","62","020","6","1","609","50.78472","1.8869400000000001"
"Alette","62","021","4","1","357","50.518059999999998","1.82806"
"Alincthun","62","022","3","1","348","50.731110000000001","1.80139"
"Allouagne","62","023","2","1","3119","50.530560000000001","2.50806"
"Alquines","62","024","5","1","877","50.740560000000002","1.9922200000000001"
"Ambleteuse","62","025","3","1","1944","50.809440000000002","1.60639"
"Ambricourt","62","026","4","1","131","50.470280000000002","2.1775000000000002"
"Ambrines","62","027","1","1","227","50.310560000000002","2.46861"
"Ames","62","028","2","1","630","50.541670000000003","2.4155600000000002"
"Amettes","62","029","2","1","502","50.530830000000002","2.3925000000000001"
"Amplier","62","030","1","1","321","50.137500000000003","2.3997199999999999"
"Andres","62","031","6","1","1531","50.867220000000003","1.92083"
"Angres","62","032","7","1","4072","50.409170000000003","2.75861"
"Annay","62","033","7","1","4298","50.463610000000003","2.8822199999999998"
"Annequin","62","034","2","1","2384","50.507219999999997","2.7250000000000001"
"Annezin","62","035","2","1","5739","50.533610000000003","2.6183299999999998"
"Anvin","62","036","1","1","812","50.446390000000001","2.25528"
"Anzin-Saint-Aubin","62","037","1","1","2797","50.314439999999998","2.74444"
"Ardres","62","038","5","1","4292","50.854500000000002","1.9781"
"Arleux-en-Gohelle","62","039","1","1","846","50.362780000000001","2.8708300000000002"
"Arques","62","040","5","1","10163","50.735700000000001","2.3029999999999999"
"Arras","62","041","1","1","43289","50.289299999999997","2.7808999999999999"
"Athies","62","042","1","1","1032","50.302500000000002","2.8361100000000001"
"Attaques","62","043","6","4","2003","50.907600000000002","1.9349000000000001"
"Attin","62","044","4","1","713","50.48639","1.7477799999999999"
"Aubigny-en-Artois","62","045","1","1","1418","50.351399999999998","2.5910000000000002"
"Aubin-Saint-Vaast","62","046","4","1","760","50.395560000000003","1.9736100000000001"
"Aubrometz","62","047","1","1","144","50.30444","2.1797200000000001"
"Auchel","62","048","2","1","11116","50.508330000000001","2.4736099999999999"
"Auchy-au-Bois","62","049","2","1","467","50.55444","2.3711099999999998"
"Auchy-lès-Hesdin","62","050","4","1","1719","50.397500000000001","2.10222"
"Auchy-les-Mines","62","051","2","1","4490","50.512500000000003","2.78389"
"Audembert","62","052","3","1","440","50.86083","1.6924999999999999"
"Audincthun","62","053","5","1","671","50.5854","2.1383000000000001"
"Audinghen","62","054","3","1","599","50.851669999999999","1.6130599999999999"
"Audrehem","62","055","5","1","486","50.781109999999998","1.99028"
"Audresselles","62","056","3","1","714","50.823610000000002","1.59361"
"Audruicq","62","057","5","1","4949","50.879170000000002","2.0805600000000002"
"Aumerval","62","058","1","1","198","50.5062","2.4011"
"Autingues","62","059","5","1","309","50.838059999999999","1.9783299999999999"
"Auxi-le-Château","62","060","1","1","2952","50.230559999999997","2.1147200000000002"
"Averdoingt","62","061","1","1","272","50.344439999999999","2.4419400000000002"
"Avesnes","62","062","4","1","36","50.5503","1.9726999999999999"
"Avesnes-le-Comte","62","063","1","1","2124","50.276940000000003","2.52861"
"Avesnes-lès-Bapaume","62","064","1","1","138","50.10472","2.84056"
"Avion","62","065","7","1","17429","50.40972","2.8327800000000001"
"Avondance","62","066","4","1","44","50.476390000000002","2.0977800000000002"
"Avroult","62","067","5","1","555","50.633330000000001","2.1472199999999999"
"Ayette","62","068","1","1","324","50.174100000000003","2.7341000000000002"
"Azincourt","62","069","4","1","313","50.463059999999999","2.1280600000000001"
"Bailleul-aux-Cornailles","62","070","1","0","270","50.371110000000002","2.4447199999999998"
"Bailleul-lès-Pernes","62","071","1","0","390","50.508890000000001","2.3875000000000002"
"Bailleulmont","62","072","1","0","260","50.215000000000003","2.6133299999999999"
"Bailleul-Sir-Berthoult","62","073","1","0","1284","50.338329999999999","2.8502800000000001"
"Bailleulval","62","074","1","0","279","50.22139","2.6344400000000001"
"Baincthun","62","075","3","0","1389","50.710000000000001","1.68028"
"Bainghen","62","076","3","0","171","50.751669999999997","1.9069400000000001"
"Bajus","62","077","1","0","325","50.421390000000002","2.48"
"Balinghem","62","078","5","0","1133","50.861109999999996","1.94194"
"Bancourt","62","079","1","0","78","50.100830000000002","2.8880599999999998"
"Bapaume","62","080","1","0","4353","50.103900000000003","2.8519999999999999"
"Baralle","62","081","1","0","488","50.211669999999998","3.0580599999999998"
"Barastre","62","082","1","0","258","50.076900000000002","2.9329999999999998"
"Barlin","62","083","2","0","7593","50.455280000000002","2.6186099999999999"
"Barly","62","084","1","0","233","50.249720000000003","2.5469400000000002"
"Basseux","62","085","1","0","146","50.226390000000002","2.6444399999999999"
"Bavincourt","62","086","1","0","381","50.225000000000001","2.56778"
"Bayenghem-lès-Éperlecques","62","087","5","0","936","50.807220000000001","2.1241699999999999"
"Bayenghem-lès-Seninghem","62","088","5","0","334","50.700279999999999","2.07667"
"Bazinghen","62","089","3","0","428","50.825279999999999","1.6625000000000001"
"Béalencourt","62","090","4","0","118","50.434719999999999","2.1213899999999999"
"Beaudricourt","62","091","1","0","101","50.248060000000002","2.4080599999999999"
"Beaufort-Blavincourt","62","092","1","0","435","50.279440000000001","2.4983300000000002"
"Beaulencourt","62","093","1","0","225","50.076000000000001","2.879"
"Beaumerie-Saint-Martin","62","094","4","0","386","50.455829999999999","1.79833"
"Beaumetz-lès-Aire","62","095","5","0","225","50.54139","2.2269399999999999"
"Beaumetz-lès-Cambrai","62","096","1","0","593","50.121670000000002","2.9841700000000002"
"Beaumetz-lès-Loges","62","097","1","0","979","50.242780000000003","2.65611"
"Beaurains","62","099","1","0","5183","50.263199999999998","2.7890000000000001"
"Beaurainville","62","100","4","0","1984","50.424720000000001","1.8980600000000001"
"Beauvois","62","101","1","0","140","50.3748","2.2345999999999999"
"Bécourt","62","102","4","0","279","50.637500000000003","1.91028"
"Béhagnies","62","103","1","0","127","50.140560000000001","2.82972"
"Bellebrune","62","104","3","0","350","50.726939999999999","1.77444"
"Belle-et-Houllefort","62","105","3","0","562","50.743609999999997","1.75861"
"Bellonne","62","106","1","0","246","50.302799999999998","3.0436999999999999"
"Bénifontaine","62","107","7","0","343","50.486939999999997","2.8302800000000001"
"Berck","62","108","4","0","15783","50.408099999999997","1.5938000000000001"
"Bergueneuse","62","109","1","0","216","50.468609999999998","2.2533300000000001"
"Berlencourt-le-Cauroy","62","111","1","0","381","50.281390000000002","2.4258299999999999"
"Berles-au-Bois","62","112","1","0","518","50.196939999999998","2.6291699999999998"
"Berles-Monchel","62","113","1","0","489","50.344169999999998","2.5383300000000002"
"Bermicourt","62","114","1","0","157","50.409170000000003","2.2297199999999999"
"Berneville","62","115","1","0","453","50.265560000000001","2.6713900000000002"
"Bernieulles","62","116","4","0","199","50.555","1.7736099999999999"
"Bertincourt","62","117","1","0","961","50.085560000000001","2.98028"
"Béthonsart","62","118","1","0","172","50.376109999999997","2.5505599999999999"
"Béthune","62","119","2","0","26530","50.529600000000002","2.6404999999999998"
"Beugin","62","120","2","0","454","50.442219999999999","2.5175000000000001"
"Beugnâtre","62","121","1","0","138","50.130000000000003","2.8763000000000001"
"Beugny","62","122","1","0","374","50.119999999999997","2.9341699999999999"
